capture_workflow,common_primary_scaled_chroma.jpeg90_512,common_primary_scaled_chroma.primary512,common_primary_scaled_chroma.resolution256,content_class,content_description,image_id,painter_id,pipeline_span_primary_iqr_units,raw_chroma.jpeg90_512,raw_chroma.primary512,raw_chroma.resolution256,raw_pipeline_span,source_id,subject_subcategory
unresolved,1.3290990102854983,1.4062470144759316,1.3890862554531473,land,A high exposed rock face rises above rocky ground beside a tree.,wikidata:Q28039709,paul_cezanne,0.07714800419043344,21.008271476562072,21.575127210920122,21.44903613753357,0.5668557343580503,collection:Q1565911,rock face
unresolved,0.6353157856730587,0.6628010929288864,0.6602237929369364,built,A house is seen behind a screen of tree trunks and foliage.,wikidata:Q28126470,paul_cezanne,0.02748530725582778,15.910602348243291,16.112554481575224,16.093617409969436,0.20195213333193252,collection:Q808462,house behind trees
unresolved,0.7236430663316386,0.7833897178403978,0.7638992586638096,built,A small house stands centrally among scattered tall trees and cultivated ground.,wikidata:Q28126472,paul_cezanne,0.05974665150875922,16.559599377615278,16.998596243079646,16.855387372474922,0.4389968654643681,collection:Q808462,house among trees
unresolved,2.350893163904127,2.366289792966151,2.361939094083875,land,Tree trunks and rocks surround a low masonry remnant in a wooded area.,wikidata:Q28126494,paul_cezanne,0.015396629062024289,28.51604671184254,28.62917559398509,28.59720822638092,0.11312888214254713,collection:Q808462,woodland and ruins
unresolved,-0.09387189252646867,-0.09681915413312062,-0.10008113032858376,water,Moored boats sit on a reflective river beneath a large arched bridge.,wikidata:Q30093031,claude_monet,0.006209237802115092,10.55279405303025,10.53113863679602,10.50717081117122,0.04562324185903144,collection:Q812285,bridge and boats
unresolved,0.6329369674091656,0.6930544546434919,0.6865693003005279,land,Flower beds and hanging vegetation surround a narrow garden opening.,wikidata:Q3794124,claude_monet,0.06011748723432631,15.89312364885199,16.33484528159645,16.287194704422323,0.44172163274446063,collection:Q23402,flower garden
unresolved,0.789260430571059,0.7896172951138096,0.7855921645536863,built,Small houses and a narrow path occupy a steep hillside among bare trees.,wikidata:Q3821663,paul_cezanne,0.004025130560123275,17.041732124701802,17.044354236765102,17.014779027872937,0.02957520889216525,collection:Q23402,hillside houses
unresolved,1.2528961465192547,1.263077959540002,1.2686012102656208,land,"Fields, a curving route and small structures extend below a prominent mountain.",wikidata:Q3984602,paul_cezanne,0.01570506374636606,20.44836029345778,20.52317258649812,20.563755442515834,0.11539514905805248,collection:Q812285,mountain and fields
unresolved,0.9822186602213905,0.9823969275676463,0.9866610250691171,built,A raised bridge crosses the scene between vegetated banks.,wikidata:Q47615867,claude_monet,0.004442364847726667,18.45951966329935,18.460829507520653,18.49216055938564,0.03264089608628851,collection:Q1327886,bridge
unresolved,-0.08939180354727674,-0.07951952468687644,-0.07724825971794679,land,A snow-covered mountain rises behind a dark forest belt.,wikidata:Q50415977,claude_monet,0.012143543829329952,10.585712132440582,10.658250080011928,10.674938516548877,0.08922638410829542,collection:Q1327886,snowy mountain
unresolved,-0.1913949014366062,-0.19701893543122628,-0.1978347194752104,water,A sea with small sailing boats extends beyond a foreground roof and garden.,wikidata:Q50700359,claude_monet,0.00643981803860419,9.836230126164367,9.794906751003479,9.78891266381765,0.047317462346716965,collection:Q64337658+Q679075,coastal overlook
unresolved,-0.5375099592235303,-0.5238665485852992,-0.5261401839931757,water,An orange sun and its reflection appear above and across a hazy river.,wikidata:Q59530379,claude_monet,0.013643410638231067,7.29310140477983,7.393348269720011,7.376642416051873,0.10024686494018109,collection:Q1068063,sunlit river
unresolved,2.481672928619795,2.494745500968869,2.4903007845410716,land,Terraced rocky ground and scattered trees rise toward low hills.,wikidata:Q63670617,paul_cezanne,0.013072572349074144,29.47696929623087,29.573021847125013,29.540363672475763,0.096052550894143,collection:Q2046319,rocky hillside
unresolved,3.730443146694696,3.7663365678367926,3.758656606586061,built,A close house wall and chimney border a garden with trees.,wikidata:Q63870916,paul_cezanne,0.03589342114209624,38.652482861870055,38.91621478615811,38.8597851983767,0.26373192428805226,collection:Q1492387,house and garden
unresolved,3.6466719477561638,3.6751842897875084,3.688061931437373,land,Drooping willow trees enclose a garden clearing.,wikidata:Q63952037,claude_monet,0.04138998368120888,38.036962279184074,38.24646069395253,38.34108096431253,0.30411868512845786,collection:Q1327886,willow garden
unresolved,0.8898926578599398,0.9132217703487686,0.9124133761508382,built,A group of farm buildings stands before low cultivated hills.,wikidata:Q64212455,paul_cezanne,0.0233291124888288,17.781141467801806,17.952555379678692,17.94661559041872,0.17141391187688626,collection:Q2603905+Q68110244,farm complex
unresolved,-0.008496691825978094,0.001417499293677509,0.004754748837081245,land,Tall mature trees surround a grassy clearing and an opening beyond.,wikidata:Q64244598,paul_cezanne,0.013251440663059338,11.180100262657948,11.252946166407138,11.27746707346771,0.09736681080976162,collection:Q12110695,trees beside clearing
unresolved,0.7878313290803114,0.8157068289953405,0.8544464435425945,water,The sea extends behind houses and vegetation on a steep coastal slope.,wikidata:Q64319425,paul_cezanne,0.06661511446228313,17.03123160192729,17.23605073031235,17.520695458110175,0.489463856182887,collection:Q20862230,coastal houses
unresolved,0.6080188166014519,0.5848050182010374,0.5812986842253717,land,Tall foreground pines overlook clustered roofs and open ground.,wikidata:Q64355195,paul_cezanne,0.026720132376080195,15.710034056020984,15.53946743051211,15.513704151973181,0.19632990404780237,collection:Q693591,pines above town
unresolved,1.713351778247737,1.7223153139200926,1.71728305518284,built,Overlapping roofs and multistory buildings fill an elevated town view.,wikidata:Q64364677,paul_cezanne,0.008963535672355787,23.831622349316834,23.897483179409804,23.860507955592688,0.06586083009296928,collection:Q56229813+Q684556,urban rooftops
unresolved,0.15392289784893523,0.16326786094314719,0.16295220761071721,land,Leaning orchard trees stand on grassy ground around a shaded opening.,wikidata:Q64366377,paul_cezanne,0.009344963094211957,12.373500879374394,12.44216430071505,12.439844993774646,0.06866342134065562,collection:Q128316,orchard
unresolved,1.195451514212381,1.2053118146925665,1.2058676456295425,built,A curving road passes closely spaced village buildings on a hillside.,wikidata:Q64370842,paul_cezanne,0.010416131417161524,20.026277835551774,20.098727770301736,20.102811815731876,0.07653398018010193,collection:Q14715853,curving village road
unresolved,1.162661830813099,1.1801271100443436,1.1747538764615029,land,Slender trunks and dense undergrowth enclose a shaded woodland opening.,wikidata:Q64374464,paul_cezanne,0.01746527923124456,19.785351057759993,19.91367963590386,19.874199051792313,0.12832857814386855,collection:Q670250,dense woodland
unresolved,-0.9243267287426731,-0.9162761576026316,-0.9170423222448602,water,Ice fragments cover a river before a tree-lined snowy shore.,wikidata:Q66126523,claude_monet,0.008050571140041459,4.450911172527881,4.510063868225949,4.504434366523771,0.05915269569806725,collection:Q2495870,frozen river
unresolved,3.8998619780543198,3.902774869043784,3.900053238228134,water,Floating lily pads and reflected vegetation fill a pond.,wikidata:Q67158045,claude_monet,0.0029128909894642306,39.897311384295406,39.91871425762006,39.89871669513162,0.021402873324653626,collection:Q125634,lily pond
unresolved,0.47262259096730475,0.4963972159272498,0.49633924526829365,land,Palms and dense garden plants surround a small partly hidden house.,wikidata:Q67220780,claude_monet,0.023774624959945,14.715191380354334,14.889878757327697,14.889452809815527,0.17468737697336323,collection:Q1372546,palm garden
unresolved,-0.16829591336273708,-0.15932583431335176,-0.16422091949663367,water,An ice-covered river extends toward a snowy hillside and a small wooded island.,wikidata:Q67609602,claude_monet,0.0089700790493853,10.00595316676591,10.071862075235373,10.035894753262077,0.06590890846946351,collection:Q1341595,frozen river
unresolved,1.587816578263035,1.590527614257876,1.5941143586377902,water,Closely moored sailing boats and their reflections fill a harbor view.,wikidata:Q68372814,claude_monet,0.006297780374755246,22.909234936682548,22.92915465224555,22.95550875745885,0.046273820776303154,collection:Q1319192,moored boats
unresolved,0.01592958119127469,0.020986374187633973,0.014823098997207946,built,Clustered village roofs fill a sloping view around a bare foreground tree.,wikidata:Q79161263,paul_cezanne,0.006163275190426028,11.359575714733765,11.396731207445828,11.351445682294772,0.04528552515105666,collection:Q745866,village rooftops
unresolved,1.0412647482308113,1.1517542468703543,1.136498356579919,land,Several haystacks stand in a grassy field before a line of trees.,wikidata:Q79790733,claude_monet,0.11048949863954301,18.893369040619998,19.705206061517778,19.593111277153376,0.8118370208977801,collection:Q1574475,haystacks
unresolved,1.2382550701079722,1.2543282841170167,1.2503873572137882,land,Slender trees and dense foreground vegetation overlook a distant sea.,wikidata:Q79790741,claude_monet,0.016073214009044424,20.34078293992802,20.45888312445257,20.429926613688316,0.1181001845245504,collection:Q1574475,coastal trees
unresolved,-0.18312358362352923,-0.1707652214483323,-0.17254410633254194,water,An ice-covered water surface extends toward a row of slender trees.,wikidata:Q79868506,claude_monet,0.012358362175196902,9.897004788869406,9.987809580772923,9.974738975668377,0.09080479190351731,collection:Q2277827,icy pond
unresolved,-0.041395902647935474,-0.01977503818734349,-0.02126558146233921,built,Small houses and a rough route stand on a slope among bare trees.,wikidata:Q79889845,paul_cezanne,0.02162086446059198,10.938368716832768,11.097231037768667,11.086279062904165,0.15886232093589925,collection:Q1233913,village slope
unresolved,0.7441100039564362,0.7509395406960829,0.7492338518649733,land,A broad flowering field slopes toward small houses and a wooded valley.,wikidata:Q85224931,claude_monet,0.0068295367396466735,16.70998305998154,16.760164034907625,16.747631248024916,0.05018097492608575,collection:Q4013975,field and valley
unresolved,0.04659841564742176,0.07784350348727433,0.07926910502719177,water,A broad river reflects a small island with old buildings and tall trees.,wikidata:Q87367853,claude_monet,0.03267068937977002,11.58491925874343,11.814496904962535,11.824971711359563,0.2400524526161334,collection:Q403080,island buildings
unresolved,0.8659082963222838,0.8622293715493664,0.8603708186158886,land,Fields and scattered small houses spread beneath a distant mountain ridge.,wikidata:Q87842510,paul_cezanne,0.005537477706395244,17.604913022034406,17.5778816085107,17.564225631288668,0.04068739074573813,collection:Q1061094,cultivated valley
unresolved,0.641475824591428,0.6838060464758762,0.6650151469822677,land,Garden plants and overhanging branches frame fields and distant hills.,wikidata:Q91932567,paul_cezanne,0.0423302218844481,15.955864094433473,16.26689131106267,16.128822552920788,0.31102721662919564,collection:Q682406,garden and hills
unresolved,-1.051814876112938,-1.0435207864283247,-1.0413706504460878,water,A low arched bridge crosses a hazy river below distant city towers.,wikidata:Q92787519,claude_monet,0.010444225666850172,3.5141742062528656,3.5751161884640648,3.590914612855862,0.07674040660299664,collection:Q194622,city bridge
unresolved,-0.09657453236863725,-0.04069474162626436,-0.04015213561051604,land,Tall trees stand in a flowering meadow with small incidental figures.,wikidata:Q92831691,claude_monet,0.056422396758121204,10.532936029371516,10.94352059535527,10.947507468829857,0.4145714394583404,collection:Q14917275,meadow trees
unresolved,-0.5529489337558263,-0.5478405016809876,-0.5472363750811557,built,An isolated farmhouse stands beyond a broad open foreground with a few trees.,wikidata:Q94637082,paul_cezanne,0.005712558674670574,7.179661383380999,7.217196301433487,7.221635205990857,0.04197382260985805,collection:Q194626,isolated farmhouse
